language,text
1,паводле якой у Гродне павінен
1,Літоўскага сфарміраваліся розныя
1,якой рэгулявалася сходам і
1,чаргу з земляробчым цыклам
1,сярод традыцыйных свят
1,і былі больш развіты і
1,складалі песенныя і танцавальныя
1,і гарадах атрымалі
1,шляхецкі касцюм упісваюцца ў агульныя
1,іх натуральным колерам
1,Традыцыйны камплект сялянскага мужчынага адзення
1,народнага мастацтва ў першую
1,вырабу былі валенае нефарбаванае
1,што самі беларусы сталі
1,развіцця капіталістычных адносін і стварэння
1,беларусы атрымалі сваю палітычную
1,дало якасны штуршок
1,ужо не было такім цалкам
1,і творчай эліты
1,паўночная окаючая і
1,сярод рускіх адрозніваецца яшчэ
1,рускага народа мелі
1,Візантыйскай імперый і галоўным абаронцам
1,стагоддзі рускія перажылі
1,рускага насельніцтва ў былых
1,Яе ўзначальваў мітрапаліт Кіеўскі і
1,папярэдняга ўзгаднення з
1,Пасля Кастрычніцкай рэвалюцыі
1,і для ўстаўкі
1,якіх месцамі ўскладненая выдмамі і
1,прыдатныя для выкарыстання
1,розныя класы арганічных і
1,прадуктаў бытавой хіміі і
1,азёрныя назапашвання і
1,таксама раствораных рэчываў і
1,У карбанатным сапрапелі змяшчаюцца рухомыя
1,уваходзіць вада і раствораныя
1,Існаванне змешанага тыпу сапрапелю
1,для павелічэнні ўтрымання перагною ў
1,перавагай сапрапелю над іншымі
1,як арганічнага кампанента арганічных мінеральных
1,ў рэшткавым возеры
1,варта адрозніваць пяць тыпаў радовішчаў
1,ўтварэнне сапрапеляў адбываецца ў азёрах
1,у тым ліку
1,у Расіі дзейнічае больш
1,якія адбываюцца ў атмасферы
1,мас і вятроў
1,клімат разам з іншымі
1,цеплалюбівыя пры такой тэмпературы могуць
1,ў выніку адліг
1,зліцці з далінай
1,Пачынаецца ў Красненскім
1,прыток ракі Сож
1,Сярэдні нахіл воднай
1,поўнач ад вёскі Басценавічы Мсціслаўскага
1,поўдзень да ўпадзення ў Сож
1,у ніжнім цячэнні месцамі да
1,ад Горак да ўпадзення
1,разводдзе затапляецца вадой
1,слова дало назву
1,кавалеры назвалі ў
1,стаянка каменнага стагоддзя і паселішча
1,якую Пётр I
1,французскія войскі фарсіравалі
1,загінула пры абароне аўтадарожнага моста
1,Прэзідэнце Рэспублікі Беларусь
1,Падчас падарожжа можна пабачыць бліжэйшыя
1,Проні прысвяцілі вершы
1,і прысвяціў Проне
1,вёскі Рэместава ў
1,гадзін разам з экіпажам
1,Прэзідыума Вярхоўнага Савета СССР ад
1,Горкага і паступіў у аспірантуру
1,Скончыла Мсціслаўскі педагагічны тэхнікум
1,Званне Героя Сацыялістычнай Працы прысвоена
1,грамата Прэзідыума Вярхоўнага Савета
1,Яны ўвайшлi ў першую кнiгу
1,вёска ў Мсціслаўскім
1,пра сувязь тапоніма з
1,каля якіх узнікла вёска
1,усходу на захад і з
1,Смаленска і пераходам
1,вялікі князь Стэфан
1,Магілёў быў адным з
1,паміж расійскай імператрыцай Кацярынай II
1,сярод усіх гарадоў на
1,дзе ён стаў
1,адносінах тэрыторыя горада
1,асадкавыя пароды выходзяць
1,Дубравенка працякае па старой
1,паўднёвы захад ад Магілёва
1,з зацяжнымі імжачымі
1,З драпежнікаў сустракаюцца
1,перспектыўны цэнтр турызму Беларусі
1,прадпрыемствы Кастрычніцкага раёна
1,адпаведнасці з Указам Прэзідыума Вярхоўнага
1,Вельмі папулярныя масавыя
1,тэрыторыі раёна знаходзілася больш
1,князя смаленскага Расціслава Мсціславіча
1,аснову планавальнай кампазіцыі
1,час скасаваў для
1,вынікаў перапісу у мястэчку было
1,чыгуначная станцыя і
1,па першапачатковым месцы ўзнікнення
1,наш час слядоў
1,Смаленску і ў яго
1,пераехаў у Смаргонскі раён Гродзенскай
1,першага галоўнага рэдактара
1,Дыплом лаўрэата прэміі Прэзідэнта
1,СНД вытворца пнеўматармазных механізмаў для
1,адзін з самых паспяховых
1,дзяржаўны лесатэхнічны тэхнікум
1,Бабруйскі пахаваны выступ
1,на поўдні Магілёўскай
1,раён праходзяць чыгункі
1,залягаюць пароды антрапагенавага ўзросту
1,мелавыя адклады пакрываюцца непасрэдна
1,і прымеркаваны да рачных далін
1,якога была забруджана радыёнуклідамі пасля
1,раёнамі Бранскай вобласці Расійскай
1,утвораны ў адпаведнасці
1,яго вызвалілі войскі
1,вышыня над узроўнем мора
1,з Чэрыкаўскім паветам у
1,ў горадзе штогод
1,прымеркаваны да паўночнага схілу Бабруйскага
1,На тэрыторыі раёна
1,іншыя маёнткі становяцца ўласнасцю Льва
1,ІІ пажалавала Круглае з
1,У Круглянскім раёне размешчаны азёры
1,Асноўныя галіны сельскай гаспадаркі
1,ліку ў гарадскіх умовах
1,Магілёўскі раён падзелены
1,Сож з прытокамі Проня
1,і паўднёвым захадзе граніца
1,XVI стагоддзя як вёска
1,цэлая сетка глыбока ўрэзаных
1,праводзіцца Міжнародны фестываль дзіцячай
1,сувязі са скасаваннем Барысаўскай
1,Да нашага часу адбылася
1,дамагліся права збудаваць гасціны
1,палёгак гораду ў
1,у якой выйшла больш
1,частка з якіх знаходзілася
1,года французы занялі
1,ваеннага суда ў Оршы расстралялі
1,граматай Орша абвяшчалася часткай Беларускай
1,зруйнавалі гістарычную забудову
1,года за мужнасць і
1,Оршы ў межах Аршанскага
1,забяспечвае паверхневы сцёк з гарадской
1,годзе ў Оршы працавала
1,агульнаадукацыйны ліцэй у горадзе
1,адукацыю даюць Аршанскі
1,сярод юніёраў Дзяніс Кунцэвіч
1,воласці працаваў Барысценеўскі косцеабпальны
1,прымеркаваны да Аршанскай
1,перайшоў у прамое
1,паўночным усходзе Мінскай
1,складае ландшафтавы заказнік
1,з іх займаюцца
1,гарадскіх умовах пражываюць
1,магістральная аўтамабільная дарога
1,былі зацверджаныя указам прэзідэнта
1,губерні прынята Дэкларацыя
1,Беларусі сталіся вынікі Чарнобальскай катастрофы
1,працэс радыкальных пераўтварэнняў усіх бакоў
1,дзяцей на аснове асабістых
1,па справах моладзі Дзяржынскага гарадскога
1,Міжнароднай сістэме адзінак вымярэння
1,праходзіць святло ў вакууме за
1,мерыдыяна толькі прыблізна роўная
1,Напалеона метрычная сістэма
1,папярочным сячэннем у
1,Гуілім Лоу пад
1,прадстаўнікоў Кампартыі Літвы і
1,саўгасах рэспублікі павялічылася амаль
1,Рост эканомікі забяспечыў паляпшэнне дабрабыту
1,дзяржаўных і грамадскіх
1,жніўня прыпыніў дзейнасць КПБ
1,якія былі прынятыя
1,выхоўвалі дзяцей на
1,князямі маскоўскімі з
1,X стагоддзя ў ніжнім цячэнні
1,унію з Польшчай
1,Расіі выйсце да
1,іншыя рэформы пахутчылі
1,ўлады прывялі да звяржэння
1,дзяржавы Усходняй Еўропы і Сярэдняй
1,Закаўказскай Федэрацыяй утварылі Саюз
1,года ўказам прэзідэнта ліквідаваная
1,апошняй знаходзіцца Сярэднесібірскае
1,На рэках пабудаваныя практычна ўсе
1,поўдзень паслядоўна змяняюцца зона арктычных
1,акруг і магчымасць увядзення дадатковых
1,непасрэдна і праз органы мясцовага
1,Асабліва вялікая смяротнасць у
1,і эканамічных сувязяў з
1,частку ВУП дае дабыча палезных
1,агульнай прадукцыі сельскай
1,Узброеныя сілы Расіі складаюцца з
1,арганізацыйна складаюцца з авіяцыі
1,складаецца з родаў
1,Расійскай Федэрацыі ёсць ваенныя
1,балота на Валдайскім узвышшы
1,ракі паходзіць ад каранёў
1,па левабярэжжы ракі цягнецца
1,знаходзяцца на вадазборах правабярэжных прытокаў
1,Спад узроўню ў вярхоўі
1,Агульная даўжыня рачной сістэмы
1,як водапрыёмнік меліярацыйных
1,была пабудавана і
1,Талачын і ад пункта за
1,Пачынаецца ў Шумяцкім раёне
1,глебы ўтвараюцца пад
1,унясеннем арганічных і мінеральных
1,У такіх умовах
1,Крона высока паднятая
1,ствала і на галінах
1,Добра аднаўляецца на лесасеках
1,Алдан і сярэдняй плыні Амура
1,у басейне ракі Ангара расце
1,ў жыццёвым цыкле заканамерна чаргуюцца
1,зачатак новага спарафіта
1,звычайнай шырока выкарыстоўваецца ў
1,драўніны атрымліваюць драўняны
1,у цені або на
1,ўваходзіць у род Бяроза
1,мясцовыя жыхары павязваюць з легендай
1,Па падзеле ўвайшлі
1,быў створаны мясцовы чырвонагвардзейскі
1,земляў цэнтральнай Беларусі
1,на вуліцу Кастрычніцкую
1,зацверджаны два ўказы прэзідэнта
1,Асіповічах працуюць прадпрыемствы па вытворчасці
1,дзіцячая і тры агульнага
1,У сетку кабельнага тэлебачання ўключана
1,на поўнач на жыта звярнулі
1,На ўсіх кантынентах культывуюць лён
1,за ўсё блакітны або
1,і літоўскай мовах пераняла яго
1,Каранёвая сістэма ў
1,з зародкавай утвараюць
1,клубня вырастае ў
1,сталонаў з невялікіх
1,асновы маюць два
1,раслінах развіваецца шмат
1,асцярожна прывязаўшы паперу або тэкстыль
1,маладога сцябла бульбы
1,залежнасці ад колькасці
1,клубня ёсць шмат невялікіх
1,клетках клубняў утрымліваюцца
1,меркаванні адносна ўплыву на
1,Па сваіх біялагічных
1,апісваюць заваяванне Новага
1,і мясцовасць Папаян вельмі прыгожая
1,садзілі бульбу на клумбах перад
1,Паспалітай стала вядомая ў
1,Першапачаткова бульбу выкарыстоўвалі як лекавую
1,згадваецца першая бульбяная прысмака для
1,Першапачаткова беларускае сялянства ставілася надзвычай
1,не прыняло новую
1,губернатары адсылалі ў
1,У гэты ж
1,а да чацвёртай
1,адным з асноўных
1,з яе таксама
1,і ад якасці апрацоўкі яе
1,і ў субтропіках бульба спее
1,ад выкарыстання адрозніваюць чатыры асноўныя
1,Самыя распаўсюджаныя ў культуры
1,для вырошчвання нават на далёкай
1,Утрымлівае ў сабе ваду
1,памытыя і выцертыя насуха
1,Такія курсы паўтараюць
1,і праз пакінутую
1,гастрыце з павышанай кіслотнасцю страўнікавага
1,свежая бульба выкарыстоўваецца пры
1,шырока выкарыстоўваецца ў
1,рэактара прывяло да выкіду
1,выніку аварыі тэрыторыя на
1,з сельскагаспадарчага звароту давялося
1,у спаборніцтве на кіламетровай дыстанцыі
1,таксама там спыняліся гандлёвыя
1,Узнік на месцы
1,ў складзе Расійскай
1,Да юбілейнага свята
1,Бялынічы зваліся Беларускай Чанстаховай
1,Глуск увайшоў у склад
1,гарадскі пасёлак у
1,Паўла Яна Сапегі
1,мястэчку дзейнічала пажарнае
1,станцыі Камунары на
1,падставе археалагічных дадзеных
1,склад Краснапольскага табара
1,дадзеных усеагульнага перапісу
1,Краснаполлі ствараецца валасны Савет
1,афіцыйна ўтвораны Краснапольскі
1,землякоў былі ўзнагароджаны баявымі
1,ад чыгуначнай станцыі Талачын
1,і ў паўднёвай
1,горад як цэнтр староства
1,Паспалітай Прапойск апынуўся ў складзе
1,адабрала горад разам з
1,Слаўгарад і зноў надалі
1,полі на белым кані
1,вайну Маскоўскай дзяржавы з
1,паводле якога на месцы
1,збройным рыцарам з дзідай
1,казакі на чале з
1,Рэчы Паспалітай Чэрыкаў апынуўся
1,адзінка ў БССР і
1,тугаплаўкія і цагельныя
1,км забруджана радыенуклідамі з
1,ў сярэдніх і невялікіх
1,Літвой і Гродзенскай
1,пазбаўлены статусу гарадоў
1,Амаль уся тэрыторыя Віцебскай вобласці
1,вобласці знаходзіцца нацыянальны парк Браслаўскія
1,У структуры перавозак важнейшае
1,зімой і цёплым
1,маюць асаблівую значнасць для
1,па выпуску солі
1,перадумовы для выяўлення
1,тэрыторыю Гомельскай вобласці цячэ
1,Прыпяцкі нацыянальны парк і
1,вобласць займае вядучае месца
1,развіццю яе эканамічных сувязей
1,прэса прадстаўлена дзяржаўнай газетай
1,Электронныя СМІ прадстаўлены
1,якое азначае рыбу
1,што тагачасны гандаль не меў
1,Наяўнасць у мянескавым
1,час у народнай
1,Трэцяя Устаўная грамата БНР
1,Яна выкарыстоўвалася ўва ўсіх
1,ўзмацненнем рэпрэсій супраць беларускіх
1,паводле сведчанняў Алега
1,паселішчы на тэрыторыі сучаснага горада
1,горадам у цэнтральнай
1,і вялікі князь Жыгімонт Ваза
1,ў гэты час быў у
1,горад некалькі разоў
1,ўтвораная Мінская епархія Маскоўскага
1,расійскія ўлады перайменавалі бальшыню цэнтральных
1,паветраным шары і яго
1,Мінскую балотную доследную станцыю
1,свайго складу кіроўны
1,была абвешчана Беларуская
1,часовую польскую адміністрацыю
1,на аднаўленне якіх напярэдадні
1,гатэля была знішчаная Першая мінская
1,басейнаў Балтыйскага і Чорнага
1,пражывання грамадзян ад
1,Прадстаўнічая ўлада прадстаўлена гарадскім Саветам
1,ў сувязі са значным
1,варыянт злучэння Мінскага раёна Мінскай
1,з выявай Ушэсця
1,мае добра развітую сетку
1,у якія здзяйсняюць
1,маюцца дзве футбольныя
1,да дзяржаўнай граніцы не
1,яе тэрыторыю цякуць
1,прынесла залевы і
1,простага ўзнаўлення насельніцтва каэфіцыента
1,экватара і нулявога
1,якасці міжнароднай сістэмы раманізацыі беларускіх
1,гэтым правілы не
1,паслядоўнасцю асноўных літар беларускай нацыянальнай
1,лацінскага алфавіта выкарыстоўваюцца лацінскія літары
1,на канферэнцыі экспертаў
1,на гістарычныя раёны горада
1,Магілёўскай губерні ўваходзілі
1,як Юрый Туронак
1,Заходняя Беларусь i
1,Варшавы не змагло
1,абмен на Люблінскае i
1,ж дзень на базе
1,на сябе ўдар перавышаючых сіл
1,км на поўнач
1,Беларусі Вільгельма Кубэ
1,да здрады і
1,чым сведчаць яго
1,сённяшні дзень Вялікая Айчынная вайна
1,адрозніваецца ад сваіх беларускіх
1,Уваходзіць у склад
1,вёска ў Мсціслаўскім раёне
1,разы ў год праводзіліся
1,вярніцеся і выпраўце яе
1,аграгарадку пражывае менш
1,Беларусі ў сувязі з
1,паступовае распаўсюджванне гэтага
1,яна паказвала непасрэдна
1,яе далучаны часткі воласці
1,павет ужывалася з
1,імперыі Орша стала цэнтрам новага
1,Качанаў камандаваў аддзяленнем
1,Прэзідыума Вярхоўнага Савета СССР ад
1,каб яна паказвала непасрэдна на
1,месцам першага каланіяльнага еўрапейскага пасялення
1,Горад Сідней знакаміты сваім
1,гарадоў у свеце
1,Сідней мае рэпутацыю міжнароднага цэнтра
1,мясцовасці да прыходу
1,цёплым летам і
1,ў фарміраванні клімату
1,культурныя і спартыўныя
1,квіток у гэтай жа зоне
1,Новы Паўднёвы Уэльс кіруе працай
1,хадзіў пад ветразямі
1,не базаваліся на
1,яго падарожжа і адкрыццё
1,to convert it
1,вялікай ролі ў
1,ўрады і карыстаюцца
1,пункту гледжання ўзросту і колькасці
1,Адміністрацыя калоніі і ваенныя
1,ў працоўнай сіле і
1,Аўстралія атрымлівае ад Лігі Нацый
1,ад Вялікабрытаніі ва
1,Урад Аўстралійскага Саюза
1,з пашамі складаюць
1,пад значным уздзеяннем акіянічных
1,ролю ў ажыццяўленні
1,у свеце па
1,той час на
1,У гэты перыяд
1,ўмовы для існавання разнастайнасці
1,знаходзіўся ў паўночнай частцы
1,ў гэтым рэгіёне ў
1,вільготная зіма і
1,у той жа час
1,прамысловы і эканамічны цэнтр
1,такіх кампаній ёсць Hilton Hotels
1,Ціхім акіяне і Карыбскім
1,большасці паўночных штатаў
1,Першы пасол ЗША ў Беларусі
1,Аляскі выходзіць да
1,частку тэрыторыі ЗША
1,рэк належыць да
1,упадаюць у азёры ў замкнёных
1,памерах Вялікае Салёнае
1,залежаць ад шыраты і вышыні
1,ўзбярэжжа да Вялікіх
1,Дастатак вільгаці судзейнічае развіццю
1,значнае павелічэнне колькасці
1,значнай дзеллю ахрышчаных у маскоўскае
1,пакуль ім не
1,стагоддзя амерыканская літаратура была
1,Нобелеўскую прэмію па
1,Ральфам Улда Эмерсанам быў
1,Роберта Нозіка прывялі да
1,пад вялікім уплывам амерыканскай музыкі
1,і мультыплікацыя не толькі сусветна
1,сталіца Злучанага Каралеўства
1,большая частка гістарычнага
1,з усходу на
1,саксонскае паселішча Люндэвік
1,прайшла ў толькі
1,Лондан падвергся рабаванню і
1,Сярэднявеччы Лондан падзяліўся
1,дынастыі Цюдораў у Англіі
1,каб абараніць горад ад
1,ўсіх еўрапейскіх гарадах таго
1,а насельніцтва горада перавышала
1,нават за малаважнае
1,Лондан набыў статус сталіцы
1,які стаў супрацьлегласцю
1,відавочна не адказвала патрабаванням разрослага
1,стагоддзя Лондан упершыню сутыкнуўся з
1,ў Лондане прайшоў другі
1,яе ахвярамі сталі
1,паветры прадуктаў гарэння
1,Англіі выйграла ў фінале
1,і Лонданскае вока
1,ў Лондане можа быць
1,у раёне вуліцы
1,яго ўтрыманне па
1,кампаній размешчаны ў
1,прыгарадаў прадстаўлена машынабудаваннем
1,Азіі і Блізкага
1,цікавіцца беларусістыкай адчынены Беларуская
1,у горад праз чыгуначныя
1,і таму яе
1,ў два з лішнім
1,з якіх злучае
1,гэты праект быў
1,якое было спынена ў
1,якія выглядаюць больш
1,у цэнтр горада
1,года было высунута прапанова аб
1,памяшканняў якога адкрыта для
1,Англіі для абазначэння забаўляльных
1,вядомыя ў свеце лонданскія
1,комплекс уваходзяць яшчэ пяць
1,дыяспару Лондана апостальскі
1,у якім знаходзяцца
1,Лондане штогод праходзіць
1,жыцці Вялікабрытаніі ў
1,часта служыць тэмай для
1,гэта была самая вялікая
1,У XIV стагоддзі
1,З твораў Джонса
1,У другой палове XVII
1,і перакладчыкам Стывенам
1,Шматлікія з іх
1,Лондан двойчы прымаў
1,пад сваёй уладай усе
1,канцы дагістарычнага перыяду насельніцтва
1,Пасля заняпаду Рымскай
1,ўварваліся ў Англію на чале
1,каталіцкага гэльскага дваранства былі канфіскаваныя
1,Англіі і Ірландыі і
1,ды ратыфікавана Англійскім і Шатландскім
1,як і іншыя
1,стварыўшы Злучанае каралеўства
1,Англія метафарычна звала
1,не паспела аднавіць
1,на Брытанскіх астравах
1,ўсіх яе частках кожныя
1,мільён са значна больш
1,ўплывае на культуру
1,Вялікабрытаніі быў заснаваны
1,найвялікшых у гісторыі
1,ўключае дэтэктыўнага пісьменніка Артура Конана
1,кумбрыйскай і старажытнавалійскай мове і
1,пачынаючы ад мясцовай
1,дасягнуў значнага сусветнага
1,дабрачынным фондам Joseph Rowntree
1,Куска і аднайменнай
1,ад паўночных межаў сучаснага Перу
1,Перу праходзіць мяжа паміж літасфернымі
1,берагавых і заходніх схілаў Андаў
1,індзейцаў на чале з Тупакам
1,на чале са старшынёй Савета
1,любых спрэчак і канфліктаў паміж
1,жыхароў іспанскімі каланізатарамі
1,насельніцтва гарадскога населенага пункта не
1,апрацоўкі зямлі пачаліся
1,гэты ж перыяд
1,да галін эканомікі
1,толькі ў выключных
1,расход паліва для зарэгістраваных у
1,склад уваходзяць больш
1,іх прыходам тут
1,ад партый па
1,Вялікі ўплыў на японскую культуру
1,і паэтычная анталогія пераважна ў
1,наведала дэлегацыя Нацыянальнага
1,акрэдытаваны Ганаровы консул
1,Брытанская тэрыторыя ў Індыйскім
1,але гэтыя звесткі лічацца
1,на якія Візантыя мусіла выплаціць
1,і ажаніўся з
1,Брачыслаў Ізяславіч займаўся вырашэннем пытанняў
1,Але пасля смерці
1,гэта пытанне дасюль
1,з балцкімі землямі вырастае
1,Яраслава Кіеўскага і Полацкага
1,У гэты час Полацк стаў
1,быў разбіты ў бітве
1,даведаўшыся пра ўчынак
1,пасля смерці Усевалада
1,ў залежнасці ад
1,фактаў гвалтоўнага падпарадкавання ці барацьбы
1,шматканфесійнай дзяржавай з вялікай разнастайнасцю
1,Шматэтнічная дзяржава працягвала пашырацца пры
1,ростам колькасці прывілеяў шляхты
1,княства застаюцца прадметам навуковых
1,ўмовах барацьбы з Лівонскага
1,ў ім адыгрывалі старажытнарускія формы
1,тэрыторыі ў басейнах
1,палітычны лад краіны прайшоў эвалюцыю
1,вялікі князь абіраўся таксама і
1,ВКЛ былі біскуп
1,на ваяводствы і
1,і далёка не супадалі па
1,фальваркі ў ВКЛ
1,таварны характар і працавала
1,Дарогі падзяляліся паводле сваёй
1,часовыя пераправы пантоннага тыпу
1,стане выконвала сваю функцыю
1,ўсходніх ваяводствах ВКЛ
1,ад абавязку выконваць вайсковую
1,дзе яны да
1,ў горадзе ствараўся выбарны
1,У ліку першых
1,царкоўнаславянскай літаратурнай мовы і
1,размежавання літаратурных помнікаў
1,ўстанаўленне царкоўнаславянскай мовы
1,землях усходнеславянскага засялення
1,ідыёму і пачатак яе дакументаванага
1,гутарковая захоўвала адносную
1,старабеларускія адметнасці ў марфалогіі развіліся
1,была адноснай свабоднай ад
1,стала моцна штучнай і нават
1,мовы ва ўсіх новых афіцыйных
1,Сучасная беларуская літаратурная мова і
1,царкоўнаславянскай мовы на
1,ці лічыць тагачасную
1,даследчыкамі жывой беларускай
1,Да асаблівасцей старабеларускай мовы можна
1,існавалі ва ўсіх
1,іншыя нехарактэрныя для беларускай мовы
1,У пісьмовых помніках
1,і паміж Эльбай і
1,Першы гістарычна вядомы польскі
1,федэратыўная дзяржава Рэч
1,польскай мовы створаны на
1,афармляецца ў родным
1,Характэрна ўжыванне асабовых паказчыкаў у
1,граматычныя рысы дыялектаў заходніх
1,незадаволеных палітыкай Жыгімонта аб адхіленні
1,з прапановай працягнуць
1,У пачатку яго
1,Засноўвалася каронная Скарбовая камісія
1,Ініцыятарамі канфедэрацыі сталі
1,але і выступаў лідарам
1,тэрыторыі ВКЛ і дакладна
1,прадукцыю на ўнутраным і
1,тэндэнцыі адзначаліся па
1,спецыяльнасцей адзначаюць практычна
1,Беларусі налічвалася не менш
1,менш як рамесніцкіх
1,пераходзілі цалкам Мсціслаўскае і Інфляндскае
1,была падпісана новая
1,Адначасова без абмеркавання
1,гісторыю свайго існавання Іерыхон
1,пачатку XX стагоддзя насельніцтва складала
1,садзейнічаць стварэнню ў
1,года на астатняй частцы тэрыторыі
1,з палітычнага пункта
1,краін Пярэдняй Азіі
1,перш за ўсё ў
1,уключэннем у гарадскую мяжу
1,Аднак насельніцтва прыгарадаў
1,гэты працэс набыў адну адметную
1,перасяленцаў з Масквы
1,сельскага насельніцтва з перанаселеных
1,на базе буйной машыннай
1,пачаткам хуткага эканамічнага
1,па эканоміцы Джон
1,лічыць тэхнічныя вынаходніцтвы
1,перамяшчэння значных мас насельніцтва
1,наўрад ці б нешта
1,вывучаў ціск вадзянога пара
1,рухавік зараз мог круціць кола
1,дарагі і цяжкі
1,іншыя станкі для
1,для вытворчасці шківаў
1,Галоўным дасягненнем гэтай эпохі ў
1,экспарт жалеза і
1,ўсталяваць прамую тэлеграфную сувязь Лондан
1,рэвалюцыя зрабіла магчымым прамысловая
1,з металічных вырабаў і
1,першага ў свеце воданепранікальнага
1,які выкарыстоўваецца ў
1,валодае самай вялікай
1,заходняй паліталогіі разглядаецца як адна
1,гарадоў цэнтральнага падпарадкавання і
1,Кітаю належыць прыкметнае месца
1,Кітайскія кампаніі працягваюць
1,ўнутраных раёнаў шмат
1,парытэце пакупной здольнасці
1,з самых інвестыцыйна прывабных
1,Кітайскага народнага таварыства дружбы з
1,Кітая аказала вялікі ўплыў спачатку
1,тое што кераміка
1,Кітаі зарадзілася каля
1,простым смяротным ўваход сюды быў
1,камерах знаходзяцца ў
1,Новага года ў кітайцаў прынята
1,індэксах цытуемасці і
1,быў абраны асноўным горадам
1,далей іх паслядоўна змянялі Нума
1,сістэму водазабяспячэння і
1,ля Рэгільскага возера ў
1,напасці на Капітолій
1,цэнтрам імперыі і ён
1,чаго над імі была ўчынена
1,аквадукаў і падземных труб
1,годзе ў стараанглійскую
1,Вучні вымушаны вывучаць напісанне і
1,варыятыўнасць англійскай мовы
1,англійская мова мае вялікую
1,канадскі і аўстралійскі варыянты
1,на структуру старажытнаанглійскай
1,захавалася ва ўэсекскай
1,да пашырэння лексікону
